393.95
389.05
394.7
381
389.3
392.5
404.5
405
411
413.75
422.1
417.7
420.35
425.9
429.9
433.4
416.1
420
411.3
407.7
406.9
417.55
407
414.4
407.1
399.9
387.35
381
374.95
385.1
390.8
393
396
410.1
431.3
406.4
383.9
413.55
405.15
402.25
411.6
406.5
404
408.35
399
381
414
411
427.5
428
428
427
413.4
411
415.1
415.75
409
391.6
392
395
386
376
365
381.8
369.15
372
371.95
376.3
377.2
365.45
362
359.5
370.5
375
369.5
385
403.6
390.45
387
374.1
375.2
370.8
377.75
375
370
372.6
381
384.1
387.2
392
389
392
380.5
373.25
368.4
369.3
377.3
379
381.05
378.4
362.15
365
366
359
